English	Marathi
"As a singer, she's well known."	"Ek gaayika mhanun, ti khup prasiddh aahe."
"As far as I know, he's guilty."	"Majhya mahitichya pramane, to doshi aahe."
"As for me, I like this better."	"Majhya sathi, mala he chhan vatate."
Ask him if you have any doubt.	Tumhala kahi shanka asel tar tyala vichara.
Ask if he wants another drink.	Tyala dusra drink pahije ka vichara.
"At home, we speak only French."	"Gharat, aamhi fakta French bolto."
"At last, the baby fell asleep."	"Akhirkar, baby suta."
At what time is dinner served?	Diner kadhi serve hota?
Attach labels to all the bags.	Sarva baganna label tak.
Babies crawl before they walk.	Mulgi ghalun chalato.
Basset hounds are gentle dogs.	Basset hound khup dayalu kutra aahe.
Be careful about what you eat.	Tu kay khato te vichar.
Bird watching is a nice hobby.	Pakshanna pahanyacha khup chhan shauk aahe.
Both brothers are still alive.	Donhi bhai aata sudha alive aahet.
Both of the brothers are dead.	Donhi bhai marle aahet.
Both of them started laughing.	Donhi hasayla lagle.
All you have to do is to wait.	Tula fakta vaat pahaychi aahe.
America did away with slavery.	America ne gulami band keli.
An android is a kind of robot.	Android hi ek prakar cha robot aahe.
Are you a high school student?	Tu high school cha vidyarthi aahe ka?
Are you a member of this crew?	Tu ya crew cha sadasya aahe ka?
Are you looking for something?	Tu kahi shadhato aahe ka?
Are you enjoying your weekend?	Tu tujhya weekend la avadta ka?
Boys can be trained to behave.	Mulanna chalu rahayla shikavla jau shakto.
Bread and milk are good foods.	Paatla ani doodh chhan aahar aahet.
Bring along something to read.	Kahi vachanarya sathi ghetu ya.
"Bring me another fork, please."	Mala ek dusri fork ghalu shakto ka?
"By the way, where do you live?"	"Kasa aahe, tu kuthe rahato?"
"Call me at six-thirty, please."	Tu mala 6:30 la call kar.
Call me if you find something.	Tu kahi milala tar mala call kar.
Call me up when you get there.	Tu ithe yeu lagla tar mala call kar.
Can I bring you anything else?	Tu mala kahi dusra ghetu shakto ka?
Can I bum a cigarette off you?	Tu mala cigarette ghyayla milu shakto ka?
Can I carry this on the plane?	Mi he plane madhe ghetu shakto ka?
Can I have some hot chocolate?	Mala thoda hot chocolate ghyayla milu shakto ka?
"Can I have some water, please?"	Mala thoda paani ghyayla milu shakto ka?
Can I have something to drink?	Mala thoda pinyasathi ghyayla milu shakto ka?
Can I help you find something?	Tu kahi shadhayla madat karu shakto ka?
Can I see you at ten tomorrow?	Tu udya 10 vaje mala bhetu shakto ka?
Can I speak to the head nurse?	Mi head nurse kade bolu shakto ka?
Can I speak to you in private?	Mi tujhya sobat private bolu shakto ka?
Can I tell you guys something?	Mi tumhala kahi sangayla milu shakto ka?
"Can I use your toilet, please?"	Mi tumcha toilet ghyayla milu shakto ka?
Can anyone answer my question?	Kahi hi majha prashna uttar dene shakto ka?
Can anyone confirm your story?	Kahi hi tumchi kahani confirm karu shakto ka?
Can this wait until next week?	He pudhcha hapta paryant thambu shakto ka?
Can you fix the flat tire now?	Tu aata flat tire theek karu shakto ka?
Can you guys solve the puzzle?	Tumhi sabhi milun puzzle suljhavayla shakto ka?
Can you help me clean this up?	Tu mala he clean karayla madat karu shakto ka?
Can you help me with Japanese?	Tu mala Japanese madhe madat karu shakto ka?
Can you make it go any faster?	Tu he jast vegane chalavayla shakto ka?
Can you please do this for me?	Tu mala he karayla milu shakto ka?
Can you pronounce these words?	Tu he shabda uchharu shakto ka?
Can you prove the allegations?	Tu he arop pramanit karu shakto ka?
Can you recommend a good play?	Tu ek chhan natak sujhavayla shakto ka?
Can you save this seat for me?	Tu mala he seat ghyayla milu shakto ka?
Can you swim across the river?	Tu nadi par karu shakto ka?
Can you take this call for me?	Tu mala he call ghyayla milu shakto ka?
Can you tell me what Tom said?	Tu mala Tom ne kay mhanla te sangayla shakto ka?
Can you tell me what it means?	Tu mala he kay mhanje te sangayla shakto ka?
Can you tell right from wrong?	Tu yogya ani chukicha kay samajhato ka?
Can't this boat go any faster?	He boat khup vegane nahi chalavayla shakto ka?
Can't we keep this between us?	Aapan he aamchya madhye thevu shakto ka?
Can't you just leave me alone?	Tu mala ekla nahi ghalu shakto ka?
Christmas is fast approaching.	Christmas jald yeu shakto.
Clearly you're not interested.	Tula khup avad nahi vatato.
"Clearly, that wasn't the case."	"Khara tar, he as nahi hota."
Close the door when you leave.	Tu jato tyaveli darwaja band kar.
Come home before it gets dark.	Tu andhar honya purvi gharat yeu.
"Come on everyone, let's dance!"	"Chalo saglyana, aapan nachuya!"
Could I have some more coffee?	Mala thoda jast coffee ghyayla milu shakto ka?
"Could I have the bill, please?"	Mala bill ghyayla milu shakto ka?
Could I please use your phone?	Tu mala tumcha phone ghyayla milu shakto ka?
"Could I say something, please?"	Tu mala kahi sangayla milu shakto ka?
Could somebody get me a spoon?	Kahi mala ek chamcha ghetu shakto ka?
Could someone hand me a knife?	Kahi mala ek chaku ghetu shakto ka?
Could we have a table outside?	Aapan baher ek table ghyu shakto ka?
Could we make this a priority?	Aapan he prathamikta ghyu shakto ka?
Could you get me another beer?	Tu mala ek dusri beer ghyayla milu shakto ka?
Could you help me clean this up?	Tu mala he clean karayla madat karu shakto ka?
Did anybody see what happened?	Kahi hi kay zhalay te pahila ka?
Did you accept his invitation?	Tu tyacha nimantran swikar kela ka?
Did you accomplish your goals?	Tu tichya lakshyani pahila ka?
Did you call him up yesterday?	Tu tyala kal call kela ka?
Did you call me up last night?	Tu mala kal ratri call kela ka?
Did you catch the first train?	" ""Tula pratham train var chadhla ka?"""
Did you come here by yourself?	" ""Tu aekta aala ka?"""
Did you go to Nikko yesterday?	" ""Tu kal Nikko gela ka?"""
Did you have a nice Christmas?	" ""Tujha Christmas chan zala ka?"""
Did you know this at the time?	" ""Tula tyaveli he mahit hota ka?"""
Did you play tennis yesterday?	" ""Tu kal tennis khelala ka?"""
Did you put on some sunscreen?	" ""Tu sunscreen takla ka?"""
Did you see anyone suspicious?	" ""Tula kahi suspicious disla ka?"""
Did you sleep much last night?	" ""Tu kal ratri khup zopla ka?"""
Did you talk about your hobby?	" ""Tu tujya hobby badal bolala ka?"""
Did you talk to Tom yesterday?	" ""Tu kal Tom la bolala ka?"""
Did you think about our offer?	" ""Tula apla offer vicharala ka?"""
Did you visit the Tokyo Tower?	" ""Tu Tokyo Tower visit kela ka?"""
Did you write down the number?	" ""Tula number note kela ka?"""
Didn't Tom go to Mary's house?	" ""Tom Mary cha ghar gela nahi ka?"""
Didn't that strike you as odd?	" ""He tujhya sathi odd nahi watla ka?"""
Do I have to do it over again?	" ""Mala he punha karaycha ahe ka?"""
Do I have to do it right away?	" ""Mala he turant karaycha ahe ka?"""
Do I look like I'm having fun?	" ""Mala maja karat ahe ka asa watat ka?"""
Do it the way he tells you to.	" ""He jashi te sangto tashi kar."""
Do not take any notice of him.	" ""Tyla kahi mahiti ghyu naye."""
Do not turn off your computer.	" ""Tujha computer band karu naye."""
Do not underestimate my power.	" ""Mala choti sanga."""
Do seedless watermelons exist?	" ""Seedless tarbuj astat ka?"""
Do the police know about this?	" ""Police la he mahit ahe ka?"""
Do whatever you want about it.	" ""Tu jasa istamal karu shakto."""
Do you accept the explanation?	" ""Tula he samjhaun ghyaycha ahe ka?"""
Do you care to hazard a guess?	" ""Tula kahi kalpana karaychi ahe ka?"""
Do you eat at home or eat out?	" ""Tu gharat khato ki baher khato?"""
Do you eat lunch at your desk?	" ""Tu desk var lunch khato ka?"""
Do you enjoy living like this?	" ""Asa jeevan ghetana maja ahe ka?"""
Do you find the work too hard?	" ""Tula he kaam khup kathin watat ka?"""
"Do you guys want to come, too?"	" ""Tumhi pan yeu ka?"""
Do you have a Twitter account?	" ""Tula Twitter account ahe ka?"""
Do you have a fishing license?	" ""Tula fishing license ahe ka?"""
Do you have a hunting license?	" ""Tula hunting license ahe ka?"""
Do you have a menu in English?	" ""Tula English madhe menu ahe ka?"""
Do you have a retirement plan?	" ""Tula retirement plan ahe ka?"""
Do you have any Japanese beer?	" ""Tula kahi Japanese beer ahe ka?"""
Do you have any advice for me?	" ""Tula mala kahi sujhav ahe ka?"""
Do you have any books to read?	" ""Tula vicharanya sathi kahi pustake ahe ka?"""
Do you have any cheaper rooms?	" ""Tula kahi kami damat kamre ahe ka?"""
Do you have any foreign books?	" ""Tula kahi videshi pustake ahe ka?"""
Do you have any grandchildren?	" ""Tula kahi pote ahe ka?"""
Do you have any kind of alibi?	" ""Tula kahi alibi ahe ka?"""
Do you have any left in stock?	" ""Tula kahi stock madhe ahe ka?"""
Do you have any more of those?	" ""Tula tyat kahi ahe ka?"""
Do you have guests for dinner?	" ""Tula dinner sathi kahi guests ahe ka?"""
Do you have medical insurance?	" ""Tula medical insurance ahe ka?"""
Do you have plans for tonight?	" ""Tula aaj raat sathi kahi yojna ahe ka?"""
Do you have someplace to stay?	" ""Tula kahi thikani thambaycha ahe ka?"""
Do you have your plane ticket?	" ""Tula plane ticket ahe ka?"""
Do you know a good restaurant?	" ""Tula kahi chhan restaurant mahit ahe ka?"""
Do you know anything about it?	" ""Tula he badal kahi mahit ahe ka?"""
Do you know his older brother?	" ""Tula tyacha bhau mahit ahe ka?"""
Do you know how to play chess?	" ""Tula chess khelaycha yeto ka?"""
Do you know when he will come?	" ""Tula to kadhi yeil mahit ahe ka?"""
Do you know where he was born?	" ""Tula to kuthe janmala hota mahit ahe ka?"""
Do you know where my keys are?	" ""Maja keys kuthe ahet mahit ahe ka?"""
Do you know where my watch is?	" ""Maja ghadi kuthe ahe mahit ahe ka?"""
Do you know who took the call?	" ""Tula call kela kiva mahit ahe ka?"""
Do you know whose car that is?	" ""Tula he car kichi ahe mahit ahe ka?"""
Do you like French literature?	" ""Tula French sahitya avadta ka?"""
Do you like it when I do this?	" ""Tu mala he kartana avadta ka?"""
Do you mind turning on the TV?	" ""Tula TV on karayla aavdta ka?"""
Do you need a ride home later?	" ""Tula ghar paryat yeu shakal ka?"""
Do you really want to do that?	" ""Tula he karaycha kharach ahe ka?"""
Do you really want to do this?	" ""Tula he karaycha kharach ahe ka?"""
Do you remember anything else?	" ""Tula kahi dusra vichar ahe ka?"""
Do you remember what she said?	" ""Tula ti kay mhanali te mahit ahe ka?"""
Do you study French every day?	" ""Tu pratek divas French shikto ka?"""
Do you take travelers' checks?	" ""Tula travelers' checks ghyayche ahet ka?"""
Do you think Tom saw anything?	" ""Tula watat ka ki Tom ne kahi disla?"""
Do you think she's attractive?	" ""Tula ti attractive watate ka?"""
Do you think you can help Tom?	" ""Tula watat ka ki tu Tom la madat karu shakto?"""
Do you want any of this stuff?	" ""Tula he kahi ghyayche ahe ka?"""
Do you want me to handle this?	" ""Tu mala he sambhalayla sangto ka?"""
Do you want me to lose my job?	" ""Tu mala majhya naukri gavaaychi ahe ka?"""
Do you want me to make coffee?	" ""Tu mala coffee banavaychi ahe ka?"""
Do you want something to read?	" ""Tula vicharanya sathi kahi ghyayche ahe ka?"""
Do you want this or don't you?	" ""Tula he ghyayche ahe ki nahi?"""
Do you want to argue about it?	" ""Tula he badal charcha karaychi ahe ka?"""
Do you want to come sit by me?	" ""Tu mala samor basayla yeu ka?"""
Do you want to do it together?	" ""Tu mala he ekatr karayche ahe ka?"""
Do you want to get some lunch?	" ""Tula lunch ghyayche ahe ka?"""
Do you want to go get a drink?	" ""Tula ek drink ghyayche ahe ka?"""
Do you want to go out tonight?	" ""Tula aaj raat baher jauayche ahe ka?"""
Do you want to hear my theory?	" ""Tula majhi theory aikhaychi ahe ka?"""
Do you want to learn to drive?	" ""Tula chalavayla shikayche ahe ka?"""
Do you want to see some magic?	" ""Tula kahi magic disayche ahe ka?"""
Do you want to take that risk?	" ""Tula he risk ghyayche ahe ka?"""
Do you want us to go with you?	" ""Tu mala aapan barobar yeu ka?"""
Do you want your old job back?	" ""Tula majhya old job la parat ghyayche ahe ka?"""
Doctors thought he had a cold.	" ""Doctors na watla ki tyala cold ahe."""
Does anyone know what this is?	" ""Kahi lahan janta ka he kay ahe mahit ahe ka?"""
Does he need to go right away?	" ""Tyala turant jauaycha ahe ka?"""
Does it bother you if I smoke?	" ""Mala cigarette kela tar tujha disturb hoto ka?"""
Does it make a big difference?	" ""He khup farak padato ka?"""
Does that mean you won't come?	" ""He mhanje tu nahi yeu ka?"""
Does that seem strange to you?	" ""He tujha sathi strange watato ka?"""
Does the medicine act quickly?	He medicine jaldi kaam kartay ka?
Does this bus go to the beach?	He bus beach la jato ka?
Does this have to be done now?	He ata karaycha ahe ka?
Does this sentence make sense?	He vaakya samajhata ka?
Does this thing actually work?	He vastu kharach kaam kartay ka?
Don't I have some say in this?	Mala ya madhe kahi mahiti nahi ka?
Don't anybody leave this room.	Kahi hi ya room madun jaau naye!
Don't ask me about the speech.	Mala speech badal vichar naye!
Don't ask such hard questions.	Ashi kathin prashna na vichara!
Don't be afraid to experiment.	Prayog karayla bhayakar naye!
Don't be late to school again.	Punha school la late hoau naye!
Don't be so harsh on yourself.	Tula khudavar harsh nahi karaycha!
Don't be too hard on yourself.	Tula khudavar khup kathin nahi havyat!
Don't blame him for the error.	Tyala chukicha dosh na tak!
Don't bring your dog with you.	Tula dog ghetana na yeu!
Don't buy me presents anymore.	Mala gifts ghyayche nahi!
"Don't call us, we'll call you."	"Tumhi mala call karu naye, mi tumhala call karen!"
Don't cave into their demands.	Tyanchya demands la na jhuka!
Don't come so early next time.	Punha itka jaldi na yeu!
Don't dismiss any possibility.	Kahi possibility la na thuk!
Don't do two things at a time.	Ekach veles don goshti na kar!
Don't even say that as a joke.	He pan majak madhe na mhan!
Don't ever make me wait again.	Punha mala wait karu naye!
Don't fall for his old tricks.	Tyachya old tricks madhe na ye!
Don't forget to call your mom.	Tujhi aai la call karayla na visru!
Don't forget to stir the stew.	Ragout la na remu!
Don't get all high and mighty.	Khup authority na ban!
Don't give me such a sad look.	Mala itka udas na bak!
Don't give up without a fight.	Ladhal na chhod!
Don't go if you don't want to.	Tu nahi javu shakto!
Don't jump to any conclusions.	Kahi conclusions la na chalu!
Don't leave the water running.	Pani na chalvayla na thevu!
Don't leave your stuff behind.	Tujhe saaman na bhul!
Don't let the enemy get close.	Shatru la na jhuka!
Don't let this chance slip by.	He avsar na gava!
Don't make me shoot you again.	Punha mala tumhala shoot karayla na majbur!
