English,Marathi
Did you see the eclipse yesterday?,Tumhi kalchi grahan baghitla ka?
Did you think I wouldn't tell Tom?,Tu vichar kela ki mi Tom la nahi sangto?
Did you think I wouldn't tell Tom?,Tumhi vichar kela ki mi Tom la nahi sangto?
Did you visit the Tower of London?,Tu London cha Tower visit kela ka?
Did you vote in the last election?,Tu last election madhe vote kela ka?
Did you vote in the last election?,Tumhi last election madhe vote kela ka?
Do I have to stay in the hospital?,Mi hospital madhe thavaycha ka?
Do I look like a policeman to you?,Mi tumhala police wala disato ka?
Do I look like a policeman to you?,Mi tumhala police wala disato ka?
Do not oversleep tomorrow morning.,Utranya sakali zhopu nako.
Do you believe in guardian angels?,Tu rakshak devta var vishwas karto ka?
Do you believe in guardian angels?,Tumhi rakshak devta var vishwas karto ka?
Do you cook by gas or electricity?,Tu gas ne ki electricity ne bhaji tayar karto?
Do you ever think about that girl?,Tu kadhi hi mulgi vichar kartos ka?
Do you ever think about that girl?,Tumhi kadhi hi mulgi vichar kartat ka?
Do you feel like eating something?,Tumhala kahi khayla avadta ka?
Do you feel like eating something?,Tu kahi khayla avadta ka?
Do you have a crush on my brother?,Tu majhya bhai var crush aahe ka?
Do you have a crush on my brother?,Tumhala majhya bhai var crush aahe ka?
Do you have a crush on my brother?,Tu majhya bhai var bhari aahe ka?
Do you have a crush on my brother?,Tumhi majhya bhai var bhari aahe ka?
Do you have a crush on my brother?,Tu majhya bhai var prem kartos ka?
Do you have a crush on my brother?,Tumhi majhya bhai var prem kartat ka?
Do you have a crush on my brother?,Tu majhya bhai var prem kartos ka?
Do you have a non-smoking section?,Tumchya kade non-smoking section aahe ka?
Do you have an English dictionary?,Tu kade ek English dictionary aahe ka?
Do you have any French newspapers?,Tumchya kade kahi French akhbar aahet ka?
Do you have any French newspapers?,Tu kade kahi French akhbar aahet ka?
Do you have any further questions?,Tumchya kade kahi ajun prashna aahet ka?
Do you have any idea who did this?,Tumchya kade kahi kalpana aahe ki he kela?
Do you have any plans for tonight?,Tu aaj raat sathi kahi yojna aahe ka?
Do you have any plans for tonight?,Tumchya kade aaj raat sathi kahi yojna aahe ka?
Do you have any plans for tonight?,Tu aaj raat sathi kahi yojna aahe ka?
Do you have any travelers' checks?,Tumchya kade kahi travelers' checks aahet ka?
Do you have any trouble with that?,Tumhala ya baddal kahi problem aahe ka?
Do you have anything hot to drink?,Tumchya kade kahi garam pinyasathi aahe ka?
Do you have renaissance paintings?,Tumchya kade renaissance chitrakala aahet ka?
Do you have to do this very often?,Tu he khup vaakya karaycha aahe ka?
Do you have to do this very often?,Tumhala he khup vaakya karaycha aahe ka?
Do you have your driver's license?,Tumchya kade tumcha driver's license aahe ka?
Do you know how dangerous that is?,Tumhala mahit aahe ki he kiti khatarnaak aahe?
Do you know how dangerous that is?,Tumhala mahit aahe ki he kiti khatarnaak aahe?
Do you know how to cook rice well?,Tumhala chaval chhan tayar karaycha mahit aahe ka?
Do you know how to tie your shoes?,Tumhala tumche shoes kashe band karayche mahit aahe ka?
Do you know how to use a computer?,Tumhala computer kashe vapraycha mahit aahe ka?
Do you know that boy who's crying?,Tumhala mahit aahe ka to mulga jo roti aahe?
Do you know what's going on there?,Tumhala mahit aahe ka tithe kay hota?
Do you know when they will arrive?,Tumhala mahit aahe ka te kashya vel yeu shaktil?
Do you know where the bathroom is?,Tumhala mahit aahe ka toilet kuthe aahe?
Do you like looking in the mirror?,Tumhala aaina madhe baghayla avadta ka?
Do you like the new school better?,Tumhala navi school adhik avadte ka?
Do you like the new school better?,Tumhala navi school adhik avadte ka?
Do you mind if I turn down the TV?,Tumhala parwa nahi aahe ka ki mi TV cha volume kami karu?
Do you mind if I turn down the TV?,Tumhala parwa nahi aahe ka ki mi TV band karu?
Do you often listen to audiobooks?,Tu khup vaakya audiobooks aikat aahes ka?
Do you really want Tom to do that?,Tumhala kharach avadta ka ki Tom he karu?
Do you study any foreign language?,Tu kahi videshi bhasha shikto ka?
Do you study any foreign language?,Tumhi kahi videshi bhasha shikta ka?
Do you subscribe to any magazines?,Tumhi kahi magazines sathi abhinav aahe ka?
Do you subscribe to any magazines?,Tu kahi magazines sathi abhinav aahe ka?
Do you subscribe to any magazines?,Tumhi kahi magazines sathi abhinav aahe ka?
Do you subscribe to any magazines?,Tu kahi magazines sathi abhinav aahe ka?
Do you think English is difficult?,Tumhala vichar aahe ka ki English kathin aahe?
Do you think English is difficult?,Tumhala vichar aahe ka ki English kathin aahe?
Do you think Tom wants to eat now?,Tumhala vichar aahe ka ki Tom la aata khayla avadta?
Do you think he will like my gift?,Tumhala vichar aahe ka ki to majha uphaar avadnar?
Do you think he will like my gift?,Tumhala vichar aahe ka ki to majha uphaar avadnar?
Do you think that dress suits her?,Tumhala vichar aahe ka ki he dress tyala aavdnar?
Do you think that dress suits her?,Tumhala vichar aahe ka ki he dress tyala aavdnar?
Do you think there's a connection?,Tumhala vichar aahe ka ki eka jod aahe?
Do you think there's a connection?,Tumhala vichar aahe ka ki eka jod aahe?
Do you understand what I'm saying?,Tu samajto ka mi kay bolto ahe?
Do you understand what's going on?,Tu samajto ka kay hota aahe?
Do you understand what's going on?,Tumhi samajta ka kay hota aahe?
Do you want me to call the police?,Tumhala avadel ka mi police la call karu?
Do you want me to call the police?,Tu avadel ka mi police la call karu?
Do you want me to call the police?,Tumhala avadel ka mi police la call karu?
Do you want me to call the police?,Tu avadel ka mi police la call karu?
Do you want to cancel the meeting?,Tu meeting cancel karaycha aahe ka?
Do you want to cancel the meeting?,Tumhi meeting cancel karaycha aahe ka?
Do you want to get us both killed?,Tu aamhala donhi maru shaktoy ka?
Do you want to get us both killed?,Tumhi aamhala donhi maru shaktoy ka?
Do you want to get us both killed?,Tu aamhala donhi maru shaktoy ka?
Do you want to get us both killed?,Tumhi aamhala donhi maru shaktoy ka?
Do you want to go fishing with me?,Tu mala matsya shikari sathi yaycha aahe ka?
Do you want to go to the aquarium?,Tu aquarium la jaycha aahe ka?
Do you want to go to the aquarium?,Tumhi aquarium la jaycha aahe ka?
Do you want to leave it like that?,Tumhi tyala asha shodun thevaycha aahe ka?
Do you want to leave it like that?,Tu tyala asha shodun thevaycha aahe ka?
Do you want to play hide and seek?,Tu chupa chupki khelta ka?
Do you want to play hide and seek?,Tumhi chupa chupki khelta ka?
Do you want to read this magazine?,Tumhi ha magazine vachaycha aahe ka?
Do you want to sleep on the couch?,Tumhi sofa var jhopaycha aahe ka?
Do you want to sleep on the couch?,Tu sofa var jhopaycha aahe ka?
Do you want to watch this program?,Tumhi ha program pahaycha aahe ka?
Does Tom want me to say something?,Tom la avadta ka mi kahi sanghu?
Does anyone else use your account?,Tumchya account cha kahi dusra upyog karto ka?
Does she still have a temperature?,Tichya kade aata hi tapman aahe ka?
Does that price include breakfast?,Ka to dam madhe breakfast yeto?
Does this actually make you happy?,He kharach tumhala khush karto ka?
Does this actually make you happy?,He kharach tula khush karto ka?
Does this actually make you happy?,He kharach tumhala khush karto ka?
Does this actually make you happy?,He kharach tumhala khush karto ka?
Does this actually make you happy?,He kharach tula khush karto ka?
Does your girlfriend like flowers?,Tujhi girlfriend la phula avadtat ka?
Doesn't that mean anything to you?,Hech tumhala kahi artho nahi ka?
Dogs aren't allowed in this hotel.,Kutre ya hotel madhe parvanega nahi.
Don't ask me such a hard question.,Mala asha kathin prashna vicharu nako.
Don't be afraid. I won't hurt you.,Bhabhi nako. Mi tula dukavnar nahi.
Don't be afraid. I won't hurt you.,Bhabhi nako. Mi tumhala dukavnar nahi.
Don't be fooled by her appearance.,Tichi disha tumhala bhulavu nako.
Don't be fooled by her appearance.,Tichya disha madhe bhulavu nako.
Don't be fooled by his good looks.,Tichya sundarta madhe bhulavu nako.
Don't be fooled by his good looks.,Tichya sundarta madhe bhulavu nako.
Don't believe everything you hear.,Tu jya kahi aikat aahes te sarva vishwas karu nako.
Don't believe everything you hear.,Tumhi jya kahi aikat aahat te sarva vishwas karu nako.
Don't believe everything you read.,Tu jya kahi vachat aahes te sarva vishwas karu nako.
Don't bother me with such trifles.,Mala asha chhoti goshti sathi disturb karu nako.
Don't come near me. I have a cold.,Mala nazik yeu nako. Mala sardi zhaleli aahe.
Don't come to me with any excuses.,Mala kahi bahane sangu nako!
Don't come to me with any excuses.,Tumhi mala kahi bahane sangu nako!
Don't do anything like that again.,Asha kahi punha karu nako.
Don't dwell on your past failures.,Tumchya atitla apaghath vicharu nako.
Don't dwell on your past mistakes!,Tumchya atitla chuk vicharu nako!
Don't dwell on your past mistakes!,Tumchya atitla chuk vicharu nako!
Don't forget to answer his letter.,Tyacha patra jawab dene visharun nako.
Don't forget to call your parents.,Tumcha aai-baba la call karayla visharun nako.
Don't forget to call your parents.,Tumhi tumcha aai-baba la call karayla visharun nako.
Don't forget to remind me of that.,Mala he visharun nako.
Don't forget what I just told you.,Mi je tumhala aata sangitla te visharun nako.
Don't forget what I just told you.,Tumhi je aata sangitla te visharun nako.
Don't go to such a place at night.,Raatri asha sthalavar maajhya jaau nako.
Don't let this get out of control.,He niyantran baher jaau nako.
Don't make such careless mistakes.,Asha lakshad nahi ghetleli chuki karu nako.
Don't make the same mistake I did.,Mi je chukla te punha karu nako!
Don't make the same mistake again.,Punha ashi chuk karu nako.
Don't make the same mistake twice.,Dva vaari ashi chuk karu nako!
Don't make the same mistake twice.,Dva vaari ashi chuk karu nako!
Don't mention our plan to anybody.,Aamcha yojna kashala hi sangu nako.
Don't sleep with the windows open.,Khidkya khuli thevun jhopu nako.
Don't smoke while you are on duty.,Tumhi duty var aslyavar cigarette na pivu.
Don't tell anyone we've done this.,Aamhi he kela aahe te kashala hi sangu nako.
Don't tell anyone we've done this.,Aamhi he kela aahe te kashala hi sangu nako.
Don't tell me what I already know.,Mi je mahit aahe te mala sangu nako!
Don't think about stuff like that.,Asa kahi vichar karu nako!
Don't think about stuff like that.,Asa kahi vichar karu nako!
Don't try to blame this all on me.,He sarva mala zhalayacha prayatna karu nako.
Don't underestimate your opponent.,Tumcha pratikar la kami vichar karu nako.
Don't worry about making mistakes.,Chuk karayacha vichar karu nako.
Don't worry about making mistakes.,Chuk karayacha vichar karu nako.
Don't worry about what others say.,Dusrya lokancha kay vichar aahe te vichar karu nako.
Don't worry. I've got you covered.,Bhayakaru nako! Mi tumhala cover karto.
Don't you have a sense of justice?,Tumhala nyayacha bhaav nahi ka?
Don't you have an air conditioner?,Tumchya kade air conditioner nahi ka?
Don't you want to go to the party?,Tu party la janayacha nahi ka?
Don't you want to go to the party?,Tumhi party la janayacha nahi ka?
Dozens of students gathered there.,Tithe khup vidyarthi ekatrit zhale.
Drop me a line when you get there.,Tu tithyala yeu lagla ki mala message kar.
Each one of us should do his best.,Aamchya pratekane apna best dene pahije.
Eat your soup before it gets cold.,Tumhi soup khau aata he thande honar.
Edison invented the electric lamp.,Edison ne electric lamp iched.
Einstein loved playing the violin.,Einstein la violin vadavne avadta.
Either you or she has to go there.,Tumhi ki ti tithyala janayacha aahe.
Elephants live in Asia and Africa.,Hathi Asia ani Africa madhe rahatat.
Empty the water out of the bucket.,Paili madhe paani khali khali kadh.
England established many colonies.,England ne khup colonies sthapit kele.
Every country has its own history.,Pratek deshachi apni itihas aahe.
Every door in the house is locked.,Gharatli pratek darwaja lock aahe.
Everybody in the village knew him.,Gaonat saglyana tyala mahit hota.
Everybody is equal before the law.,Sagle kanun samor ekaj aahet.
Everybody knows that he is honest.,Sagle mahit aahe ki to imandaar aahe.
Everybody wants to sit beside her.,Sagle tyachya kade basayla avadta.
Everybody's got something to hide.,Sagle kashit kahi gupit aahe.
Everyone deserves a second chance.,Pratekala dusri avkas milayla pahije.
Everyone hoped that she would win.,Pratekane aasha keli ki ti jital.
Everyone knows what happened next.,Sagle mahit aahe ki nantar kay zhal.
Everyone makes a mistake at times.,Pratekana kahi vel chuk hote.
Everyone seemed sad to see Tom go.,Sagle Tom la jate vekhuni udas disat hota.
Everyone who knew him admired him.,Tyala mahit aslelya saglyane tyala prashansha keli.
Everything was better in the past.,Sarva atit khup chhan hota.
Everything went according to plan.,Sarva yojna pramane zhal.
Few people understood his comment.,Thode lok tyacha comment samajhle.
Flowers are growing in the meadow.,Gulab meadow madhe ugat ahet.
"For all his wealth, he is unhappy.","Tyacha dhan aslya sathi, to unhappy aahe."
"For months, he did almost nothing.",Mahinyat to praya: kahi nahi kele.
"For now, I will wait at the hotel.","Ata, mi hotel madhe thambto."
For what purpose did he come here?,To ithe kasha sathi aala?
"Fortunately, I have a green thumb.","Sukhacha, mala gardening madhe chhan aahe."
"Fortunately, the weather was good.","Sukhacha, hava chhan hoti."
Forward this to everyone you know.,He tumhala mahit aslelya saglyana pathva.
France is to the south of England.,France England cha dakshin madhe aahe.
French is an interesting language.,French ek interesting bhasha aahe.
Further investigation is required.,Aagechya chalu karnechi avashyakta aahe.
Get in the car and lock the doors.,Car madhe chalu ja ani darwaje lock kara!
Give him the benefit of the doubt.,Tyala shanka cha labh dya.
